DataType,Region,Stock,Rear,Race,SmoltAge,Jacks,SmoltYear,Reach,SAR,LCL,UCL,Reference
PIT,UCOL,Entiat and Methow,W,Spr,1,Y,2013,RRE_to_BOA,1.66,1.25,2.08,McCann et al. 2018
PIT,UCOL,Entiat and Methow,W,Spr,1,Y,2014,RRE_to_BOA,1.05,0.79,1.35,McCann et al. 2018
PIT,UCOL,Entiat and Methow,W,Spr,1,Y,2015,RRE_to_BOA,0.41,0.25,0.59,McCann et al. 2018
PIT,UCOL,Entiat,H,Sum,0,Y,2011,RRE_to_BOA,0.79,0.64,0.97,McCann et al. 2018
PIT,UCOL,Entiat,H,Sum,0,Y,2012,RRE_to_BOA,1.71,1.47,1.96,McCann et al. 2018
PIT,UCOL,Entiat,H,Sum,0,Y,2013,RRE_to_BOA,2.96,2.63,3.32,McCann et al. 2018
PIT,UCOL,Entiat,H,Sum,0,Y,2014,RRE_to_BOA,1.19,0.99,1.41,McCann et al. 2018
PIT,UCOL,Entiat,H,Sum,0,Y,2015,RRE_to_BOA,0.06,0.02,0.11,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2000,MCN_to_BOA,1.87,1.49,2.24,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2001,MCN_to_BOA,0.24,0.11,0.37,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2002,MCN_to_BOA,0.38,0.35,0.4,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2003,MCN_to_BOA,0.45,0.42,0.48,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2004,MCN_to_BOA,0.34,0.31,0.38,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2005,MCN_to_BOA,0.11,0.06,0.18,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2006,MCN_to_BOA,0.97,0.8,1.16,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2007,MCN_to_BOA,0.53,0.4,0.67,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2008,MCN_to_BOA,2.11,1.84,2.4,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2009,MCN_to_BOA,0.65,0.48,0.81,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2010,MCN_to_BOA,1.23,1.05,1.43,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2011,MCN_to_BOA,0.38,0.26,0.52,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2012,MCN_to_BOA,1.19,0.99,1.39,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2013,MCN_to_BOA,0.77,0.62,0.94,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2014,MCN_to_BOA,0.76,0.6,0.92,McCann et al. 2018
PIT,UCOL,Leavenworth,H,Spr,1,Y,2015,MCN_to_BOA,0.2,0.12,0.3,McCann et al. 2018
PIT,UCOL,Upper Columbia above Wells Dam,W,Sum,0,Y,2011,RRE_to_BOA,2.81,2.43,3.21,McCann et al. 2018
PIT,UCOL,Upper Columbia above Wells Dam,W,Sum,0,Y,2012,RRE_to_BOA,0.81,0.64,1.01,McCann et al. 2018
PIT,UCOL,Upper Columbia above Wells Dam,W,Sum,0,Y,2013,RRE_to_BOA,1.57,1.32,1.82,McCann et al. 2018
PIT,UCOL,Upper Columbia above Wells Dam,W,Sum,0,Y,2014,RRE_to_BOA,0.06,0,0.15,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2007,MCN_to_BOA,0.76,0.54,1.02,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2008,MCN_to_BOA,2.89,2.51,3.3,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2009,MCN_to_BOA,2.07,1.63,2.55,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2010,MCN_to_BOA,1.7,1.37,2.03,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2011,MCN_to_BOA,1.02,0.7,1.39,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2012,MCN_to_BOA,1.14,0.84,1.46,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2013,MCN_to_BOA,1.93,1.48,2.32,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2014,MCN_to_BOA,1.11,0.84,1.41,McCann et al. 2018
PIT,UCOL,Wenatchee,W,Spr,1,Y,2015,MCN_to_BOA,0.89,0.63,1.21,McCann et al. 2018
PIT,UCOL,Winthrop,H,Spr,1,Y,2009,RRE_to_BOA,0.51,0.15,1.03,McCann et al. 2018
PIT,UCOL,Winthrop,H,Spr,1,Y,2010,RRE_to_BOA,1.08,0.83,1.36,McCann et al. 2018
PIT,UCOL,Winthrop,H,Spr,1,Y,2011,RRE_to_BOA,0.64,0.43,0.89,McCann et al. 2018
PIT,UCOL,Winthrop,H,Spr,1,Y,2012,RRE_to_BOA,0.91,0.69,1.12,McCann et al. 2018
PIT,UCOL,Winthrop,H,Spr,1,Y,2013,RRE_to_BOA,1.4,1.22,1.59,McCann et al. 2018
PIT,UCOL,Winthrop,H,Spr,1,Y,2014,RRE_to_BOA,0.65,0.44,0.89,McCann et al. 2018
PIT,UCOL,Winthrop,H,Spr,1,Y,2015,RRE_to_BOA,0.52,0.38,0.65,McCann et al. 2018
